text,labels
and so on. Then the total for back-substitution is 1+2+···+n.,gauss elim
Forward elimination also acts on the right-hand side (subtracting the same multiples,gauss elim
as on the left to maintain correct equations). This starts with n − 1 subtractions of the,gauss elim
ﬁrst equation. Altogether the right-hand side is responsible for n2 operations—much,gauss elim
less than the n3/3 on the left. The total for forward and back is,gauss elim
"Thirty years ago, almost every mathematician would have guessed that a general sys-",gauss elim
tem of order n could not be solved with much fewer than n3/3 multiplications. (There,gauss elim
"were even theorems to demonstrate it, but they did not allow for all possible methods.)",gauss elim
"Astonishingly, that guess has been proved wrong. There now exists a method that re-",gauss elim
quires only Cnlog2 7 multiplications! It depends on a simple fact: Two combinations of,gauss elim
"two vectors in two-dimensional space would seem to take 8 multiplications, but they can",gauss elim
"be done in 7. That lowered the exponent from log28, which is 3, to log27 ≈ 2.8. This",gauss elim
discovery produced tremendous activity to ﬁnd the smallest possible power of n. The,gauss elim
"exponent ﬁnally fell (at IBM) below 2.376. Fortunately for elimination, the constant C",gauss elim
is so large and the coding is so awkward that the new method is largely (or entirely) of,gauss elim
theoretical interest. The newest problem is the cost with many processors in parallel.,gauss elim
Problems 1–9 are about elimination on 2 by 2 systems.,gauss elim
1.3 An Example of Gaussian Elimination,gauss elim
1. What multiple ℓ of equation 1 should be subtracted from equation 2?,gauss elim
10x + 9y = 11.,gauss elim
"After this elimination step, write down the upper triangular system and circle the two",gauss elim
pivots. The numbers 1 and 11 have no inﬂuence on those pivots.,gauss elim
"2. Solve the triangular system of Problem 1 by back-substitution, y before x. Verify",gauss elim
"that x times (2,10) plus y times (3,9) equals (1,11). If the right-hand side changes",gauss elim
"to (4,44), what is the new solution?",gauss elim
3. What multiple of equation 2 should be subtracted from equation 3?,gauss elim
−x + 5y = 0.,gauss elim
"After this elimination step, solve the triangular system. If the right-hand side changes",gauss elim
"to (−6,0), what is the new solution?",gauss elim
4. What multiple ℓ of equation 1 should be subtracted from equation 2?,gauss elim
ax + by =,gauss elim
+ dy = g.,gauss elim
The ﬁrst pivot is a (assumed nonzero). Elimination produces what formula for the,gauss elim
second pivot? What is y? The second pivot is missing when ad = bc.,gauss elim
5. Choose a right-hand side which gives no solution and another right-hand side which,gauss elim
gives inﬁnitely many solutions. What are two of those solutions?,gauss elim
3x + 2y =,gauss elim
6x + 4y =,gauss elim
6. Choose a coefﬁcient b that makes this system singular. Then choose a right-hand,gauss elim
side g that makes it solvable. Find two solutions in that singular case.,gauss elim
2x + by = 16,gauss elim
4x + 8y =,gauss elim
"7. For which numbers a does elimination break down (a) permanently, and (b) tem-",gauss elim
ax + 3y = −3,gauss elim
4x + 6y =,gauss elim
Solve for x and y after ﬁxing the second breakdown by a row exchange.,gauss elim
Chapter 1 Matrices and Gaussian Elimination,gauss elim
8. For which three numbers k does elimination break down? Which is ﬁxed by a row,gauss elim
"exchange? In each case, is the number of solutions 0 or 1 or ∞?",gauss elim
kx + 3y =,gauss elim
3x + ky = −6.,gauss elim
9. What test on b1 and b2 decides whether these two equations allow a solution? How,gauss elim
many solutions will they have? Draw the column picture.,gauss elim
3x − 2y =,gauss elim
6x − 4y = b2.,gauss elim
Problems 10–19 study elimination on 3 by 3 systems (and possible failure).,gauss elim
10. Reduce this system to upper triangular form by two row operations:,gauss elim
2x + 3y +,gauss elim
4x + 7y + 5z = 20,gauss elim
− 2y + 2z =,gauss elim
"Circle the pivots. Solve by back-substitution for z, y, x.",gauss elim
11. Apply elimination (circle the pivots) and back-substitution to solve,gauss elim
4x − 5y +,gauss elim
− 3z = 5.,gauss elim
List the three row operations: Subtract,gauss elim
"12. Which number d forces a row exchange, and what is the triangular system (not sin-",gauss elim
gular) for that d? Which d makes this system singular (no third pivot)?,gauss elim
2x + 5y + z =,gauss elim
4x + dy + z =,gauss elim
− z = 3.,gauss elim
13. Which number b leads later to a row exchange? Which b leads to a missing pivot?,gauss elim
"In that singular case ﬁnd a nonzero solution x, y, z.",gauss elim
x − 2y − z =,gauss elim
+ z = 0.,gauss elim
14. (a) Construct a 3 by 3 system that needs two row exchanges to reach a triangular,gauss elim
form and a solution.,gauss elim
"(b) Construct a 3 by 3 system that needs a row exchange to keep going, but breaks",gauss elim
1.3 An Example of Gaussian Elimination,gauss elim
"15. If rows 1 and 2 are the same, how far can you get with elimination (allowing row",gauss elim
"exchange)? If columns 1 and 2 are the same, which pivot is missing?",gauss elim
"16. Construct a 3 by 3 example that has 9 different coefﬁcients on the left-hand side, but",gauss elim
rows 2 and 3 become zero in elimination. How many solutions to your system with,gauss elim
"b = (1,10,100) and how many with b = (0,0,0)?",gauss elim
17. Which number q makes this system singular and which right-hand side t gives it,gauss elim
inﬁnitely many solutions? Find the solution that has z = 1.,gauss elim
x + 4y − 2z =,gauss elim
x + 7y − 6z =,gauss elim
3y + qz = t.,gauss elim
18. (Recommended) It is impossible for a system of linear equations to have exactly two,gauss elim
"(a) If (x,y,z) and (X,Y,Z) are two solutions, what is another one?",gauss elim
"(b) If 25 planes meet at two points, where else do they meet?",gauss elim
"19. Three planes can fail to have an intersection point, when no two planes are parallel.",gauss elim
The system is singular if row 3 of A is a,gauss elim
of the ﬁrst two rows. Find a third,gauss elim
equation that can’t be solved if x+y+z = 0 and x−2y−z = 1.,gauss elim
Problems 20–22 move up to 4 by 4 and n by n.,gauss elim
20. Find the pivots and the solution for these four equations:,gauss elim
"21. If you extend Problem 20 following the 1, 2, 1 pattern or the −1, 2, −1 pattern, what",gauss elim
is the ﬁfth pivot? What is the nth pivot?,gauss elim
22. Apply elimination and back-substitution to solve,gauss elim
4u + 5v +,gauss elim
− 3w = 5.,gauss elim
What are the pivots? List the three operations in which a multiple of one row is,gauss elim
Chapter 1 Matrices and Gaussian Elimination,gauss elim
23. For the system,gauss elim
u + 3v + 3w =,gauss elim
"u + 3v + 5w = 2,",gauss elim
"what is the triangular system after forward elimination, and what is the solution?",gauss elim
24. Solve the system and ﬁnd the pivots when,gauss elim
−u + 2v −,gauss elim
+ 2z = 5.,gauss elim
"You may carry the right-hand side as a ﬁfth column (and omit writing u, v, w, z until",gauss elim
the solution at the end).,gauss elim
25. Apply elimination to the system,gauss elim
3u + 3v − w =,gauss elim
+ w = −1.,gauss elim
"When a zero arises in the pivot position, exchange that equation for the one below it",gauss elim
"and proceed. What coefﬁcient of v in the third equation, in place of the present −1,",gauss elim
would make it impossible to proceed—and force elimination to break down?,gauss elim
26. Solve by elimination the system of two equations,gauss elim
3x + 6y = 18.,gauss elim
Draw a graph representing each equation as a straight line in the x-y plane; the lines,gauss elim
"intersect at the solution. Also, add one more line—the graph of the new second",gauss elim
equation which arises after elimination.,gauss elim
"27. Find three values of a for which elimination breaks down, temporarily or perma-",gauss elim
4u + av = 2.,gauss elim
Breakdown at the ﬁrst step can be ﬁxed by exchanging rows—but not breakdown at,gauss elim
28. True or false:,gauss elim
(a) If the third equation starts with a zero coefﬁcient (it begins with 0u) then no,gauss elim
multiple of equation 1 will be subtracted from equation 3.,gauss elim
1.4 Matrix Notation and Matrix Multiplication,gauss elim
(b) If the third equation has zero as its second coefﬁcient (it contains 0v) then no,gauss elim
multiple of equation 2 will be subtracted from equation 3.,gauss elim
"(c) If the third equation contains 0u and 0v, then no multiple of equation 1 or equa-",gauss elim
tion 2 will be subtracted from equation 3.,gauss elim
29. (Very optional) Normally the multiplication of two complex numbers,gauss elim
"involves the four separate multiplications ac, bd, be, ad. Ignoring i, can you compute",gauss elim
